id,user_id,caption,media_type,media_url,permalink,thumbnail_url,timestamp,like_count,comments_count,is_comment_enabled
17900001011,17841400123456789,"Cupping session notes \ud83d\udcdd\n\nToday we\u2019re evaluating 6 new samples from our importing partners. Swipe for our score cards!\n\nTop performer: Kenya AA Nyeri \u2014 blackcurrant, brown sugar, juicy acidity. Coming to our menu next month.\n\n#cupping #coffeetasting #qualitycontrol #kenyacoffee #greenbuying #specialty",CAROUSEL_ALBUM,https://instagram.mock/media/17900001011_1.jpg,https://instagram.mock/p/LK1mN2oP3q/,,2026-04-13T14:00:00,1567,73,true
17900001012,17841400123456789,"Friday afternoon energy \u26a1\n\nDouble shot over ice. That\u2019s it. That\u2019s the post.\n\n#espresso #fridayvibes #icedcoffee #shotofespresso",IMAGE,https://instagram.mock/media/17900001012.jpg,https://instagram.mock/p/ML2nO3pQ4r/,,2026-04-11T15:30:00,423,12,true
17900001013,17841400123456789,"Our beans just scored 92 on Coffee Review! \ud83c\udfc6\n\nOur Ethiopian Sidamo Natural Process received incredible recognition. Thank you to everyone who\u2019s supported our journey from a tiny cart to a full roastery.\n\nRead the full review \u2014 link in bio.\n\n#coffeereview #92points #ethiopiansidamo #naturalprocess #awardwinning #specialty",IMAGE,https://instagram.mock/media/17900001013.jpg,https://instagram.mock/p/NM3oP4qR5s/,,2026-04-09T10:00:00,2890,134,true
17900001014,17841400123456789,"How we dial in espresso every morning \u2699\ufe0f\n\nIt\u2019s not just about the grind. Watch our head barista @jake_brews walk through the full process:\n\n1. Weigh dose (18.5g)\n2. Distribute & tamp\n3. Pull shot (target 36g in 28s)\n4. Taste & adjust\n\nWe do this EVERY morning before opening. Consistency is everything.\n\n#espresso #dialingin #baristatraining #coffeeeducation #qualitycontrol",VIDEO,https://instagram.mock/media/17900001014.mp4,https://instagram.mock/p/ON4pQ5rS6t/,https://instagram.mock/media/17900001014_thumb.jpg,2026-04-07T06:30:00,3456,121,true
17900001015,17841400123456789,"Rainy Portland days were made for this \ud83c\udf27\ufe0f\n\nOur house chai + a good book + window seat = perfection.\n\nWhat are you reading this week? Drop your recs below \ud83d\udc47\n\n#rainydays #portlandrain #chai #bookandcoffee #cozycafe",IMAGE,https://instagram.mock/media/17900001015.jpg,https://instagram.mock/p/PO5qR6sT7u/,,2026-04-05T11:15:00,567,38,true
17900001016,17841400123456789,"Latte art throwdown TONIGHT! \ud83c\udfc6\n\n8 baristas. 3 rounds. 1 champion.\n\nDoors open at 7pm. $5 entry includes your first drink.\nJudges: @nw_coffee_alliance @portland_barista_guild\n\nWho\u2019s coming? \ud83d\ude4b\n\n#latteartthtrowdown #baristacompetition #portlandevents #coffeecommunity #liveevents",IMAGE,https://instagram.mock/media/17900001016.jpg,https://instagram.mock/p/QP6rS7tU8v/,,2026-04-03T17:00:00,1034,89,true
17900001017,17841400123456789,"The tulip. Our most-requested latte art design \ud83c\udf37\n\nPerfect layers. Satisfying symmetry. Endless practice.\n\nDouble-tap if this makes you want coffee right now \u2764\ufe0f\n\n#latteart #tulip #coffeeart #baristalife #milkart #satisfying",IMAGE,https://instagram.mock/media/17900001017.jpg,https://instagram.mock/p/RQ7sT8uV9w/,,2026-04-01T08:00:00,5678,203,true
17900001018,17841400123456789,"March recap \ud83d\udcc8\n\nWhat a month! Here\u2019s what happened:\n\u2022 Launched 3 new single origins\n\u2022 Hosted our first cupping class (sold out!)\n\u2022 Hit 28K followers \ud83c\udf89\n\u2022 @jake_brews won the NW Barista Jam\n\u2022 Started our compost program \ud83c\udf31\n\nApril is looking even better. Stay tuned!\n\n#monthlyrecap #smallbusiness #growth #coffeebusiness #milestones",CAROUSEL_ALBUM,https://instagram.mock/media/17900001018_1.jpg,https://instagram.mock/p/SR8tU9vW0x/,,2026-03-30T18:00:00,1890,76,true
17900001019,17841400123456789,"Sunrise at the roastery \ud83c\udf05\n\nFirst batch goes in at 5:30am. There\u2019s something meditative about the quiet morning routine before the cafe opens.\n\n#earlymorning #roastery #sunrise #coffeeroasting #morningroutine #portland",IMAGE,https://instagram.mock/media/17900001019.jpg,https://instagram.mock/p/TS9uV0wX1y/,,2026-03-28T05:45:00,934,27,true
17900001020,17841400123456789,"AeroPress recipe that slaps \ud83d\udc4b\n\nInverted method:\n\u2022 15g fine grind\n\u2022 200ml water at 85\u00b0C\n\u2022 Stir 10x at 0:30\n\u2022 Press at 1:30\n\u2022 Top up with 50ml hot water\n\nSmooth, clean, sweet. Try it this weekend!\n\n#aeropress #coffeerecipe #homebrewing #brewmethod #invertedaeropress",IMAGE,https://instagram.mock/media/17900001020.jpg,https://instagram.mock/p/UT0vW1xY2z/,,2026-03-26T09:00:00,1456,54,true
17900001021,17841400123456789,"Spring menu is HERE \ud83c\udf38\n\nNew seasonal drinks:\n\ud83c\udf3a Strawberry Matcha Latte\n\ud83c\udf4b Meyer Lemon Cold Brew\n\ud83c\udf3f Mint Mocha\n\ud83c\udf53 Rose Hip Iced Tea\n\nAvailable starting tomorrow. Which one are you trying first?\n\n#springmenu #newdrinks #seasonalspecials #matcha #coldbrew #portlandcoffee",CAROUSEL_ALBUM,https://instagram.mock/media/17900001021_1.jpg,https://instagram.mock/p/VU1wX2yZ3a/,,2026-03-24T12:00:00,2234,115,true
17900001022,17841400123456789,"This corner. This light. This latte. \u2728\n\n#minimalist #cafeaesthetic #latteart #interiordesign #coffeemoment",IMAGE,https://instagram.mock/media/17900001022.jpg,https://instagram.mock/p/WV2xY3zA4b/,,2026-03-22T15:45:00,756,16,true
17900001023,17841400123456789,"Meet our new team member! \ud83c\udf1f\n\nWelcome @sarah_pours to the Brewed Awakening family. She\u2019s bringing 5 years of specialty coffee experience from Melbourne and we\u2019re SO excited.\n\nCome say hi this week \u2014 she\u2019s on bar Tue-Sat!\n\n#newbarista #team #coffeeteam #melbournecoffee #barista #hiringnews",IMAGE,https://instagram.mock/media/17900001023.jpg,https://instagram.mock/p/XW3yZ4aB5c/,,2026-03-20T10:30:00,845,52,true
17900001024,17841400123456789,"POV: You ordered our house cold brew on a warm Portland afternoon \u2600\ufe0f\n\n20-hour steep. Smooth as butter. Zero bitterness.\n\nPro tip: Try it with a splash of our house-made vanilla oat creamer.\n\n#coldbrew #pov #summervibes #portlandsun #icedcoffee #smoothcoffee",VIDEO,https://instagram.mock/media/17900001024.mp4,https://instagram.mock/p/YX4zA5bC6d/,https://instagram.mock/media/17900001024_thumb.jpg,2026-03-18T14:00:00,1678,45,true
17900001025,17841400123456789,"Weekend bake drop by @pdx_sourdough \ud83c\udf5e\n\nEvery Saturday morning, fresh sourdough loaves and pastries land at our counter. First come, first served!\n\nThis week:\n\u2022 Country sourdough\n\u2022 Everything bagels\n\u2022 Cardamom morning buns\n\u2022 Chocolate hazelnut croissants\n\nGet here early \u2014 they go FAST.\n\n#bakery #sourdough #portlandbakery #pastries #weekendvibes #collaboration",IMAGE,https://instagram.mock/media/17900001025.jpg,https://instagram.mock/p/ZY5aB6cD7e/,,2026-03-15T07:00:00,1123,63,true
17900001026,17841400123456789,"How to store your coffee beans properly \u2615\ud83d\udce6\n\nDO:\n\u2714\ufe0f Airtight container\n\u2714\ufe0f Cool, dark place\n\u2714\ufe0f Use within 4 weeks of roast date\n\u2714\ufe0f Buy whole bean, grind fresh\n\nDON\u2019T:\n\u274c Fridge or freezer (moisture!)\n\u274c Clear glass jars in sunlight\n\u274c Pre-ground bulk bags\n\u274c Near the stove\n\nSave this for reference! \ud83d\udd16\n\n#coffeetips #coffeestorage #beantips #freshcoffee #coffeeeducation",CAROUSEL_ALBUM,https://instagram.mock/media/17900001026_1.jpg,https://instagram.mock/p/AZ6bC7dE8f/,,2026-03-12T11:00:00,3245,87,true
17900001027,17841400123456789,"Happy International Women\u2019s Day! \ud83d\udc9c\n\nShoutout to the incredible women on our team and the women farmers who grow the beans we roast. 60% of our current offerings come from women-led farms.\n\nToday\u2019s drip is from a women\u2019s cooperative in Rwanda \u2014 free drip coffee for all women today! \u2764\ufe0f\n\n#internationalwomensday #womenincoffee #rwandacoffee #girlpower #community",IMAGE,https://instagram.mock/media/17900001027.jpg,https://instagram.mock/p/BA7cD8eF9g/,,2026-03-08T08:00:00,2567,94,true
17900001028,17841400123456789,"That first sip feeling \ud83d\ude0c\n\nSome things don\u2019t need words. Just great coffee.\n\nOpen 6am-6pm daily. See you tomorrow.\n\n#coffee #firstsip #morningcoffee #simple #goodvibes",IMAGE,https://instagram.mock/media/17900001028.jpg,https://instagram.mock/p/CB8dE9fG0h/,,2026-03-05T07:00:00,345,9,true
