id,doorbot_id,device_id,kind,created_at,answered,favorite,recording_status,snapshot_url,duration_seconds,cv_properties
7054,987002,cam_backyard,motion,2025-04-24T16:15:00.000Z,false,false,ready,,19,person
7055,987001,doorbell_front,person_detected,2025-04-24T15:35:00.000Z,false,false,ready,,10,person
7056,987001,doorbell_front,ding,2025-04-24T15:32:00.000Z,true,false,ready,,5,person
7057,987003,cam_driveway,motion,2025-04-24T13:20:00.000Z,false,false,ready,,7,vehicle
7058,987001,doorbell_front,package_detected,2025-04-24T10:40:00.000Z,false,false,ready,,14,package
7059,987001,doorbell_front,motion,2025-04-24T07:45:00.000Z,false,false,ready,,8,person
7060,987003,cam_driveway,motion,2025-04-24T07:40:00.000Z,false,false,ready,,11,vehicle
7061,987005,cam_side_gate,motion,2025-04-24T05:20:00.000Z,false,false,ready,,3,animal
7062,987001,doorbell_front,motion,2025-04-23T19:00:00.000Z,false,false,ready,,8,person
7063,987003,cam_driveway,motion,2025-04-23T18:30:00.000Z,false,false,ready,,10,vehicle
7064,987001,doorbell_front,ding,2025-04-23T18:25:00.000Z,true,false,ready,,6,person
7065,987002,cam_backyard,motion,2025-04-23T17:45:00.000Z,false,false,ready,,22,person
7066,987002,cam_backyard,motion,2025-04-23T15:10:00.000Z,false,false,ready,,12,person
7067,987001,doorbell_front,motion,2025-04-23T14:50:00.000Z,false,false,ready,,6,person
7068,987003,cam_driveway,motion,2025-04-23T11:00:00.000Z,false,false,ready,,9,vehicle
7069,987001,doorbell_front,package_detected,2025-04-23T10:30:00.000Z,false,false,ready,,11,package
7070,987001,doorbell_front,motion,2025-04-23T07:35:00.000Z,false,false,ready,,7,person
7071,987003,cam_driveway,motion,2025-04-23T07:30:00.000Z,false,false,ready,,12,vehicle
7072,987005,cam_side_gate,motion,2025-04-23T03:10:00.000Z,false,false,ready,,5,animal
7073,987001,doorbell_front,motion,2025-04-22T18:45:00.000Z,false,false,ready,,9,person
7074,987003,cam_driveway,motion,2025-04-22T18:40:00.000Z,false,false,ready,,11,vehicle
7075,987001,doorbell_front,ding,2025-04-22T17:30:00.000Z,true,false,ready,,8,person
7076,987002,cam_backyard,motion,2025-04-22T16:50:00.000Z,false,false,ready,,17,person
7077,987001,doorbell_front,person_detected,2025-04-22T15:20:00.000Z,false,false,ready,,12,person
7078,987001,doorbell_front,ding,2025-04-22T15:18:00.000Z,true,false,ready,,4,person
7079,987003,cam_driveway,motion,2025-04-22T12:15:00.000Z,false,false,ready,,8,vehicle
7080,987001,doorbell_front,package_detected,2025-04-22T10:20:00.000Z,false,false,ready,,10,package
