id,media_id,user_id,username,text,timestamp,like_count,hidden,parent_id
17800001090,17900001090,17841400999103,clay_and_fire_nm,"Maria's surface work is unreal. The texture depth in person is even more striking.",2026-04-14T16:30:00,9,false,
17800001091,17900001090,17841400999104,abq_art_walks,"Added to our must-see list for this month!",2026-04-14T18:00:00,4,false,
17800001092,17900001090,17841400999105,collector_jane_sw,"Is this piece available? The scale is exactly what I've been looking for.",2026-04-15T10:00:00,6,false,
17800001093,17900001091,17841400999106,mixedmedia_daily,"His layering technique is next level. Would love to see the process.",2026-04-10T14:00:00,5,false,
17800001094,17900001091,17841400999107,desert_mesa_arts,"James's work always stops me scrolling. There's so much depth.",2026-04-11T09:30:00,3,false,
17800001095,17900001092,17841400999108,fiber_arts_collective,"This is extraordinary. The scale! How does it hang?",2026-04-06T18:00:00,11,false,
17800001096,17900001092,17841400999109,weavers_guild_abq,"Yuki's work pushes everything we know about textile forward. Stunning.",2026-04-07T08:30:00,14,false,
17800001097,17900001092,17841400999110,santa_fe_collector,"Would this work in a private residence? Need 12ft ceilings minimum?",2026-04-07T11:00:00,7,false,
17800001098,17900001092,17841400234567890,sunlight.gallery,"@santa_fe_collector DM us — depends on the specific piece. Some are more adaptable than others.",2026-04-07T12:15:00,3,false,
17800001099,17900001095,17841400999111,elena_blackwood_art,"Thank you for giving this piece such a beautiful home for six weeks. 🖤",2026-03-15T19:00:00,22,false,
17800001100,17900001095,17841400999112,nm_art_scene,"That north wall is iconic at this point. Everything looks incredible there.",2026-03-16T10:30:00,8,false,
17800001101,17900001096,17841400999103,clay_and_fire_nm,"The crackle pattern on this one 😍 Raku is so unpredictable and she nails it every time.",2026-03-08T15:00:00,10,false,
17800001102,17900001098,17841400999113,turquoise_trail_arts,"The beeswax layers catch light like nothing else. Saw this in person — photos don't do it justice.",2026-02-23T11:00:00,7,false,
17800001103,17900001099,17841400999114,old_town_abq,"Best First Friday in months! Line out the door.",2026-02-15T22:30:00,5,false,
17800001104,17900001099,17841400999115,art_lover_sw,"Drove from Santa Fe for this. Worth every mile.",2026-02-16T08:00:00,9,false,
17800001105,17900001100,17841400999108,fiber_arts_collective,"8 FEET. I need to see this in person immediately.",2026-02-08T14:00:00,13,false,
17800001106,17900001100,17841400999116,textile_today_mag,"Would love to feature this in our spring issue. DM sent!",2026-02-09T09:00:00,18,false,
17800001107,17900001100,17841400999109,weavers_guild_abq,"This is the future of fiber art. Bold claim but I'm standing by it.",2026-02-09T11:30:00,11,false,
17800001108,17900001102,17841400999117,pueblo_pottery_lovers,"The Pueblo reference is so respectful and contemporary at the same time. Beautiful balance.",2026-01-26T10:00:00,8,false,
17800001109,17900001104,17841400999108,fiber_arts_collective,"Woven Geographies was one of our favorite shows last year. Please do this again!",2026-01-11T14:00:00,9,false,
17800001110,17900001104,17841400999118,nm_textiles_guild,"The fact that nothing needed climate control and everything held up — that's craftsmanship.",2026-01-12T09:00:00,6,false,
17802001001,17900001035,89220001,marisol_bakes,Your peach cobbler genuinely ruined all other cobblers for me 😭,2026-05-02T13:01:00,41,false,
17802001002,17900001035,89210002,janine.parent,Miss Kim these pastries saved rehearsal day again ❤️,2026-05-02T13:11:00,22,false,
17802001003,17900001037,89210003,brooklynfoodlens,Watching those croissant layers form is hypnotic.,2026-05-01T08:02:00,63,false,
17802001004,17900001040,89210004,elena.moves,You've been awake since 4AM and STILL made everything beautiful.,2026-04-28T10:30:00,54,false,
17802001005,17900001036,89210005,cafenostalgiabk,Customers asked if we had extra macarons before we even unpacked them.,2026-04-27T07:15:00,38,false,
17802001006,17900001034,89210006,brooklynmorning,Those croissant layers are unreal.,2026-05-01T06:42:00,17,false,
17802001007,17900001038,89210007,balletmama22,The girls demolished these after rehearsal 😂,2026-04-29T18:44:00,26,false,
17802001008,17900001041,89220002,cakesbyruth,Saving this tutorial immediately.,2026-05-04T11:22:00,13,false,
17802001009,17900001035,89210009,southernsweetsnyc,This looks exactly like my grandmother's cobbler.,2026-05-02T14:10:00,44,false,
17802001010,17900001039,89210010,quietkitchens,Morning light and pastry photos always win.,2026-05-03T07:40:00,9,false,
17802001011,17900001036,89210011,foodwriteramelia,Humidity really is the macaron villain.,2026-04-27T08:02:00,31,false,
17802001012,17900001034,89210012,brooklynfoodies,Need six of these immediately.,2026-05-01T07:10:00,12,false,
17802001013,17900001040,89210013,natashapetrov,Mila already asked if there are extra pralines hidden somewhere.,2026-04-28T11:10:00,28,false,
17802001014,17900001037,89220003,laminatedlife,This is the cleanest fold I've seen all week.,2026-05-01T09:12:00,19,false,
17802001015,17900001041,89220004,brooklynbirthdaycakes,The colder hands advice just saved my frosting.,2026-05-04T12:45:00,15,false,
17802001016,17900001038,89210016,studio.parent,How are you running a bakery and recital season at the same time??,2026-04-29T19:05:00,21,false,
17802001017,17900001035,89210017,soulfoodstories,This post made me emotional honestly.,2026-05-02T15:14:00,34,false,
17802001018,17900001039,89210018,brooklynwalks,The quiet kitchen atmosphere here is everything.,2026-05-03T08:12:00,11,false,
17802001019,17900001034,89210019,earlyriserbk,4AM bakers deserve national holidays.,2026-05-01T06:58:00,25,false,
17802001020,17900001036,89220005,pastryschooldaily,Macaron shells this smooth feel fictional.,2026-04-27T09:20:00,18,false,
17800002001,17900002001,17841400999110,beta_tester_jay,"Same problem here! iPhone 15 Pro, crashes on Get Started every time. Submitted a ticket but no response.",2026-05-15T09:30:00,18,false,
17800002002,17900002001,17841400999111,connect_team_lead,Thanks for flagging - we have a fix going out in build 1.0.3. Can you DM us your device logs?,2026-05-15T10:15:00,9,false,17800002001
17800002003,17900002001,17841400999112,ios_dev_curious,Looks like a JS bridge crash. Have you tried clearing app data?,2026-05-15T11:00:00,4,false,
17800002004,17900002001,17841400999113,frustrated_user_91,Three days in and still cannot complete onboarding. P0 blocker.,2026-05-15T13:22:00,11,false,
17800002005,17900002002,17841400999114,android_pixel_fan,Same blank screen on my Pixel 8! After Bluetooth permission it just hangs forever. Duplicate of this report.,2026-05-14T18:45:00,14,false,
17800002006,17900002002,17841400999115,pixel_dev_nerd,"Confirmed reproducible on Pixel 7 Pro too. P0 issue, same screen.",2026-05-14T19:30:00,7,false,
17800002007,17900002003,17841400999116,samsung_user_22,Keyboard issue confirmed on S24 base model too. Form is unusable without scroll workaround. Duplicate.,2026-05-14T11:30:00,6,false,
17800002008,17900002003,17841400999117,ux_critic_pdx,Classic keyboard avoidance bug. Easy fix on the dev side but blocking onboarding for many users.,2026-05-14T12:15:00,9,false,
17800002009,17900002004,17841400999118,verizon_iphone_user,"OTP also broken for me. Verizon, iPhone 14 Pro. Never received a single code in 6 attempts. Duplicate issue.",2026-05-13T20:30:00,15,false,
17800002010,17900002004,17841400999119,att_pixel_user,"AT&T here, same OTP failure on Pixel 8. Connect is unusable until this is fixed.",2026-05-13T21:00:00,12,false,
17800002011,17900002004,17841400999120,connect_support_official,Hey everyone - we identified an SMS gateway issue with one of our regional providers. Patch deploying tonight. Apologies for the friction!,2026-05-13T22:00:00,28,false,17800002009
17800002012,17900002005,17841400999121,ipad_power_user,Landscape support on iPad is just broken across the board for Connect. Hoping this gets prioritized.,2026-05-13T15:00:00,8,false,
17800002013,17900002005,17841400999122,tablet_dev_ux,Definitely a constraint issue. Looks like the layout is hard-coded for portrait phones. P2 but very visible.,2026-05-13T15:45:00,5,false,
17800002014,17900002006,17841400999123,oneplus_owner_11,Confirmed crash on OnePlus 11 too. Profile setup step is a dead end. Submitted crash logs via the in-app reporter. Duplicate.,2026-05-12T17:00:00,10,false,
17800002015,17900002006,17841400999124,android_qa_lead,This looks like the same NullPointer we tracked internally. Same stack trace?,2026-05-12T18:00:00,6,false,
17800002016,17900002007,17841400999125,a11y_advocate,Thank you for posting this. Connect dark mode fails WCAG AA contrast in multiple places. Real accessibility regression.,2026-05-12T09:00:00,17,false,
17800002017,17900002007,17841400999126,design_critic_pdx,"This is at least a P1 accessibility regression, not P2. Hope the design team sees this.",2026-05-12T09:30:00,8,false,
17800002018,17900002008,17841400999127,samsung_user_a54,"Same infinite spinner here. Tried reinstall, same result. Duplicate.",2026-05-11T19:30:00,7,false,
17800002019,17900002009,17841400999128,tmobile_user_15,OTP fix patch supposedly went out but I am STILL not getting codes. Anyone else?,2026-05-11T11:00:00,9,false,
17800002020,17900002009,17841400999129,connect_support_official,We are aware - second patch in QA. ETA tomorrow morning. Apologies for the delay.,2026-05-11T12:00:00,14,false,17800002019
17800002021,17900002010,17841400999130,pixel_a_series,Avatar upload step crashes the entire app on Pixel 6a too. Definitely a wider issue. Duplicate.,2026-05-10T16:00:00,11,false,
17800002022,17900002010,17841400999131,bug_bounty_hunter,Looks like memory pressure on image decode. They probably need to scale down the upload preview.,2026-05-10T16:45:00,8,false,
